Total Fwd Packet,Total Bwd packets,Flow Bytes/s,Bwd Packets/s,FWD Init Win Bytes,Bwd Init Win Bytes,Flow Duration,Flow IAT Min,Fwd IAT Min,Fwd IAT Total,Bwd IAT Min,Bwd IAT Std,Bwd IAT Total,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Std,Packet Length Max,Fwd Seg Size Min,PSH Flag Count,Down/Up Ratio,Fwd Header Length,Label
3,6,19722.33101,10.17226735,8192,229,589839.0,2,131,793,2,263154.7284,589754,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
3,5,19676.46233,8.457174559,8192,229,591214.0,4,85,787,4,294942.8791,591200,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0,DDoS
3,5,19674.03308,8.456130441,8192,229,591287.0,3,114,804,3,294966.7248,591273,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0,DDoS
3,4,19670.97242,6.763851946,8192,229,591379.0,45,49,741,150,340587.7372,591334,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
3,5,20176.9144,8.672274738,8192,229,576550.0,4,22,688,4,287682.6421,576425,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0,DDoS
3,6,11669.45538,6.01880274,8192,229,996876.0,2,3,694,2,445326.3566,996811,26.0,11607.0,0,10.26320288,0,2177.344966,4380,20,1,2,72.0,DDoS
8,6,162.3780086,0.08357794,256,229,71789278.0,2,2,71200000,14,255106.4562,594054,56.0,11601.0,0,5.656854249,0,1757.789948,4380,20,0,0,172.0,DDoS
3,6,12036.86075,6.208300912,8192,229,966448.0,2,43,611,2,431810.3973,966361,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
8,6,162.3700427,0.08357384,256,229,71792800.0,1,1,71200000,14,259573.1748,586159,56.0,11601.0,0,5.656854249,0,1757.789948,4380,20,0,0,172.0,DDoS
3,6,26123.9805,13.48102546,8192,229,445070.0,9,116,22123,10,186572.0922,445061,26.0,11601.0,0,10.26320288,0,2189.772933,5840,20,1,2,72.0,DDoS
8,5,162.4664257,0.069686208,256,229,71750209.0,1,1,71200000,190,290030.986,586155,56.0,11601.0,0,5.656854249,0,2436.833027,5840,20,0,0,172.0,DDoS
3,6,26149.83244,13.4943661,8192,229,444630.0,7,290,22113,18,186554.5051,444623,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0,DDoS
8,6,159.725984,0.082170617,256,229,73018802.0,1,1,71500000,16,688669.1261,1541407,56.0,11607.0,0,5.656854249,0,2177.344966,4380,20,0,0,172.0,DDoS
3,5,26113.00889,11.22946972,8192,229,445257.0,59,212,22217,187,207789.9396,445198,26.0,11601.0,0,10.26320288,0,3022.508098,7300,20,1,1,72.0,DDoS
8,6,159.7321463,0.082173787,256,229,73015985.0,3,3,71500000,3,667826.641,1494563,56.0,11607.0,0,5.656854249,0,2538.919278,5840,20,0,0,172.0,DDoS
3,5,26088.28327,11.21883688,8192,229,445679.0,22,275,22324,155,207984.2148,445624,26.0,11601.0,0,10.26320288,0,2436.833027,5840,20,1,1,72.0,DDoS
8,4,159.736898,0.054784154,256,229,73013813.0,1,1,71500000,5,862055.0574,1494329,56.0,11607.0,0,5.656854249,0,5795.50069,11595,20,0,0,172.0,DDoS
3,4,26127.62018,8.988602452,8192,229,445008.0,55,236,22176,191,237752.3137,444953,26.0,11601.0,0,10.26320288,0,4128.319301,8760,20,1,1,72.0,DDoS
8,6,159.726544,0.082170905,256,229,73018546.0,1,1,71500000,3,661490.6028,1480599,56.0,11607.0,0,5.656854249,0,2538.919278,5840,20,0,0,172.0,DDoS
3,5,26079.62281,11.21511259,8192,229,445827.0,58,332,22264,192,207918.2685,445769,26.0,11601.0,0,10.26320288,0,2207.341206,4380,20,1,1,72.0,DDoS
8,5,159.7310591,0.06847769,256,229,73016482.0,0,0,71500000,4,739535.6142,1480551,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,5,26065.41574,11.20900307,8192,229,446070.0,66,396,22461,191,208044.6638,445960,26.0,11601.0,0,10.26320288,0,2436.833027,5840,20,1,1,72.0,DDoS
8,5,159.7337127,0.068478827,256,229,73015269.0,4,67,71600000,4,716636.7511,1434572,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,4,26053.03373,8.962942713,8192,229,446282.0,91,452,22543,192,238187.2915,446170,26.0,11601.0,0,10.26320288,0,4871.82583,10135,20,1,1,72.0,DDoS
8,5,159.7420744,0.068482412,256,229,73011447.0,3,3,71600000,3,716694.9194,1434687,56.0,11607.0,0,5.656854249,0,3173.373883,5840,20,0,0,172.0,DDoS
3,4,26090.56638,8.97585495,8192,229,445640.0,48,342,22355,187,238015.1283,445531,26.0,11601.0,0,10.26320288,0,3345.636997,5840,20,1,1,72.0,DDoS
8,5,159.7306062,0.068477496,256,229,73016689.0,1,1,71600000,4,717284.4221,1435886,56.0,11607.0,0,5.656854249,0,3173.373883,5840,20,0,0,172.0,DDoS
3,4,26065.88322,8.967363281,8192,229,446062.0,66,503,22504,187,238129.8528,445908,26.0,11601.0,0,10.26320288,0,4128.319301,8760,20,1,1,72.0,DDoS
8,5,159.7373246,0.068480376,256,229,73013618.0,1,1,71600000,4,716769.0626,1434754,56.0,11607.0,0,5.656854249,0,4413.201989,10135,20,0,0,172.0,DDoS
3,5,26998.09595,11.61008684,8192,229,430660.0,24,505,6654,183,210637.5323,430636,26.0,11601.0,0,10.26320288,0,3022.508098,7300,20,1,1,72.0,DDoS
8,5,159.7412736,0.068482069,256,229,73011813.0,3,3,71600000,4,717342.0603,1435824,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,6,24732.33041,12.75629523,8192,229,470356.0,2,48,645,2,209879.0676,470311,26.0,11607.0,0,10.26320288,0,3414.854477,8760,20,1,2,72.0,DDoS
8,7,159.6481067,0.095818979,256,229,73054421.0,0,0,71500000,3,614700.2837,1507119,56.0,11607.0,0,5.656854249,0,1942.877285,4380,20,0,0,172.0,DDoS
3,4,24709.63576,8.496393281,8192,229,470788.0,5,97,695,5,271167.7909,470741,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
9,5,159.7368057,0.068444942,256,229,73051417.0,1,1,71500000,7,752814.9356,1507115,62.0,11607.0,0,5.30199124,0,3327.769794,7215,20,0,0,192.0,DDoS
3,6,24727.12587,12.75361087,8192,229,470455.0,3,33,635,3,209944.0703,470410,26.0,11607.0,0,10.26320288,0,2177.344966,4380,20,1,2,72.0,DDoS
8,5,159.8384003,0.068523708,256,229,72967447.0,0,0,71500000,5,709886.9183,1421075,56.0,11607.0,0,5.656854249,0,4413.201989,10135,20,0,0,172.0,DDoS
3,5,24715.67309,10.62308652,8192,229,470673.0,13,49,599,13,234743.652,470627,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
9,5,159.7338384,0.068443671,256,229,73052774.0,2,3,71600000,2,721769.7483,1444870,62.0,11607.0,0,5.30199124,0,3802.315321,8760,20,0,0,192.0,DDoS
3,5,24710.89548,10.62103304,8192,229,470764.0,4,78,636,4,234792.5086,470750,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
8,6,159.6549515,0.082134074,256,229,73051289.0,2,86,71600000,2,645630.298,1444848,56.0,11607.0,0,5.656854249,0,2177.344966,4380,20,0,0,172.0,DDoS
3,5,24613.85468,10.57932377,8192,229,472620.0,3,77,620,3,235725.5081,472568,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0,DDoS
8,4,159.6567392,0.054756663,256,229,73050471.0,13,100,71600000,13,833554.1516,1444904,56.0,11607.0,0,5.656854249,0,5795.50069,11595,20,0,0,172.0,DDoS
3,6,9619.972628,4.961732637,8192,229,1209255.0,15,49,657,15,540255.2155,1209191,26.0,11607.0,0,10.26320288,0,2529.124572,5755,20,1,2,72.0,DDoS
9,5,161.3577135,0.069139478,256,229,72317584.0,2,98,70900000,2,721882.3911,1444862,62.0,11607.0,0,5.30199124,0,3802.315321,8760,20,0,0,192.0,DDoS
3,6,12446.46352,6.419563405,8192,229,934643.0,4,112,828,4,417460.0514,934555,26.0,11607.0,0,10.26320288,0,2529.124572,5755,20,1,2,72.0,DDoS
8,6,161.4469547,0.083098716,256,229,72203282.0,28,139,70900000,86,600044.537,1351807,56.0,11601.0,0,5.656854249,0,1757.789948,4380,20,0,0,172.0,DDoS
3,6,12394.26836,6.392642495,8192,229,938579.0,19,48,748,19,419123.6762,938535,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
9,5,161.6210605,0.069252318,256,229,72199749.0,1,1,70900000,4,668127.0863,1337590,62.0,11607.0,0,5.30199124,0,3173.373883,5840,20,0,0,192.0,DDoS
3,6,13025.77259,6.721822958,8192,229,892615.0,48,306,17061,56,389483.4179,892480,26.0,11601.0,0,10.26320288,0,1998.0254,4380,20,1,2,72.0,DDoS
8,6,161.5603659,0.08311431,256,229,72189735.0,1,1,70900000,8,597563.8718,1337572,56.0,11607.0,0,5.656854249,0,2538.919278,5840,20,0,0,172.0,DDoS
2,5,13023.73433,5.603534261,8192,229,892294.0,74,16740,16740,151,434825.0928,892156,20.0,11601.0,0,14.14213562,0,2658.195854,5840,20,1,2,52.0,DDoS
8,6,161.4699956,0.083110575,256,229,72192979.0,1,1,72100000,15,29136.34781,73951,56.0,11601.0,0,5.656854249,0,2189.772933,5840,20,0,0,172.0,DDoS
3,7,12990.66956,7.82099311,8192,229,895027.0,17,90,17133,17,356827.0054,894857,26.0,11601.0,0,10.26320288,0,1299.172136,2920,20,1,2,72.0,DDoS
8,6,161.4767908,0.083114073,256,229,72189941.0,1,1,72100000,14,29274.8403,72952,56.0,11601.0,0,5.656854249,0,2189.772933,5840,20,0,0,172.0,DDoS
3,4,12992.89062,4.469903025,8192,229,894874.0,84,144,17132,162,501712.3271,894753,26.0,11601.0,0,10.26320288,0,3540.00286,7215,20,1,1,72.0,DDoS
8,5,161.4790344,0.06926269,256,229,72188938.0,3,3,72100000,190,32402.4289,72972,56.0,11601.0,0,5.656854249,0,2436.833027,5840,20,0,0,172.0,DDoS
3,5,13025.1889,5.601268127,8192,229,892655.0,70,108,17043,191,434755.848,892538,26.0,11601.0,0,10.26320288,0,2436.833027,5840,20,1,1,72.0,DDoS
8,5,161.5545898,0.069259449,256,229,72192316.0,1,1,72100000,11,29259.48653,59844,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,7,12991.54047,7.821517441,8192,229,894967.0,13,187,17125,13,356808.9164,894809,26.0,11601.0,0,10.26320288,0,1299.172136,2920,20,1,2,72.0,DDoS
8,5,161.5565569,0.069260292,256,229,72191437.0,1,1,72100000,3,29282.78933,60021,56.0,11607.0,0,5.656854249,0,3173.373883,5840,20,0,0,172.0,DDoS
3,6,12963.20866,6.689537452,8192,229,896923.0,55,173,17195,159,391218.7188,896754,26.0,11601.0,0,10.26320288,0,1998.0254,4380,20,1,2,72.0,DDoS
8,5,161.5628367,0.069262984,256,229,72188631.0,4,4,72100000,4,29352.11284,60179,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,6,12964.81314,6.690365428,8192,229,896812.0,51,206,17217,51,391233.7034,896644,26.0,11601.0,0,10.26320288,0,2189.772933,5840,20,1,2,72.0,DDoS
8,6,161.5651979,0.083116796,256,229,72187576.0,2,3,72100000,2,26253.71361,60042,56.0,11607.0,0,5.656854249,0,3414.854477,8760,20,0,0,172.0,DDoS
3,4,12964.81314,4.460243619,8192,229,896812.0,98,205,17164,510,502513.1812,896599,26.0,11601.0,0,10.26320288,0,4128.319301,8760,20,1,1,72.0,DDoS
8,5,161.5625972,0.069262881,256,229,72188738.0,1,1,72100000,2,29402.68974,60158,56.0,11607.0,0,5.656854249,0,3802.315321,8760,20,0,0,172.0,DDoS
3,5,13154.79987,5.654087453,8192,229,884316.0,49,49,2687,153,440123.9322,884262,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0,DDoS
3,6,12478.38567,6.436028027,8192,229,932252.0,14,48,2748,14,415243.129,932151,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
8,5,161.6535426,0.06930187,256,229,72148125.0,4,196,72100000,4,29454.4396,60303,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,6,7956.010437,4.103504051,8192,229,1462165.0,4,4,643,14,653350.3707,1462052,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
9,4,163.0203626,0.055881519,256,229,71580015.0,1,1,71500000,6,34121.85222,60273,62.0,11607.0,0,5.30199124,0,5795.50069,11595,20,0,0,192.0,DDoS
3,5,7956.097498,3.419624129,8192,229,1462149.0,1,1,717,5,730431.8911,1462049,26.0,11607.0,0,10.26320288,0,3769.536019,8675,20,1,1,72.0,DDoS
9,6,162.8150114,0.083759759,256,229,71633444.0,0,0,71600000,46,14653.62233,36303,62.0,11601.0,0,5.30199124,0,1757.789948,4380,20,0,0,192.0,DDoS
3,6,8040.275331,4.1469657,8192,229,1446841.0,3,3,613,3,646526.0037,1446721,26.0,11607.0,0,10.26320288,0,2177.344966,4380,20,1,2,72.0,DDoS
9,6,162.8214485,0.08376307,256,229,71630612.0,4,4,71600000,44,14664.0754,36443,62.0,11601.0,0,5.30199124,0,2189.772933,5840,20,0,0,192.0,DDoS
3,5,8040.70881,3.455991064,8192,229,1446763.0,1,1,626,4,722779.7152,1446670,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
9,6,162.1795102,0.083432827,256,229,71914140.0,1,1,71600000,13,125387.5709,320978,62.0,11601.0,0,5.30199124,0,2189.772933,5840,20,0,0,192.0,DDoS
3,4,8039.752995,2.764464195,8192,229,1446935.0,21,49,628,190,834624.513,1446914,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
9,6,162.1940326,0.083440298,256,229,71907701.0,1,1,71600000,15,123099.2974,315528,62.0,11601.0,0,5.30199124,0,1757.789948,4380,20,0,0,192.0,DDoS
3,4,8039.964144,2.764536798,8192,229,1446897.0,1,1,639,6,834761.3738,1446851,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
9,6,162.1838876,0.083435079,256,229,71912199.0,1,1,71600000,159,125360.3289,320876,62.0,11601.0,0,5.30199124,0,2201.078258,5840,20,0,0,192.0,DDoS
3,5,16320.03143,7.014541144,8192,229,712805.0,21,21,677,165,355664.5726,712689,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
9,4,162.1862963,0.055624212,256,229,71911131.0,1,1,71600000,190,156966.804,320779,62.0,11601.0,0,5.30199124,0,4128.319301,8760,20,0,0,192.0,DDoS
2,5,19253.07161,8.283741335,8192,229,603592.0,16,11609,11609,133,293866.9317,603576,20.0,11601.0,0,14.14213562,0,2207.341206,4380,20,1,2,52.0,DDoS
8,5,161.9949979,0.069484,256,229,71959012.0,3,3,71600000,59,164723.0688,371956,56.0,11601.0,0,5.656854249,0,2436.833027,5840,20,0,0,172.0,DDoS
3,6,19204.62748,9.910360787,8192,229,605427.0,52,74,11730,158,263699.2374,605375,26.0,11601.0,0,10.26320288,0,2201.078258,5840,20,1,2,72.0,DDoS
8,6,161.8552171,0.083308853,256,229,72021157.0,2,2,71600000,14,177720.8978,421141,56.0,11601.0,0,5.656854249,0,1757.789948,4380,20,0,0,172.0,DDoS
3,4,19701.08811,6.774207206,8192,229,590475.0,6,171,692,6,340252.8928,590379,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
3,5,19696.75164,8.465895141,8192,229,590605.0,4,48,690,4,294650.6859,590537,26.0,11607.0,0,10.26320288,0,3173.373883,5840,20,1,1,72.0,DDoS
3,4,19697.11849,6.772842257,8192,229,590594.0,7,170,826,7,340254.6663,590502,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
3,5,19693.35051,8.464433298,8192,229,590707.0,5,141,782,5,294661.8744,590690,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
3,4,19693.88394,6.771730059,8192,229,590691.0,5,153,803,5,340298.2845,590645,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
3,5,19688.61757,8.462399022,8192,229,590849.0,6,138,768,6,294746.0202,590805,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
3,5,19685.41912,8.461024292,8192,229,590945.0,3,168,764,3,294805.1817,590898,26.0,11607.0,0,10.26320288,0,3346.363967,7300,20,1,1,72.0,DDoS
3,5,19681.72221,8.459435316,8192,229,591056.0,5,5,662,11,294920.14,591040,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
3,4,19681.7555,6.767559703,8192,229,591055.0,7,61,719,7,340604.4999,590994,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
3,6,20102.6474,10.36842469,8192,229,578680.0,48,48,757,48,258188.1682,578541,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
3,6,12012.93303,6.195959615,8192,229,968373.0,3,48,676,3,432540.5823,968250,26.0,11607.0,0,10.26320288,0,2177.344966,4380,20,1,2,72.0,DDoS
8,6,161.4804396,0.083073192,256,229,72225466.0,3,3,71200000,3,447852.1666,1002680,56.0,11607.0,0,5.656854249,0,2177.344966,4380,20,0,0,172.0,DDoS
3,6,26055.25228,13.44555893,8192,229,446244.0,17,48,24734,17,185880.3981,446193,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0,DDoS
8,6,161.5753037,0.083121995,256,229,72183061.0,2,2,71200000,3,447738.1113,1002365,56.0,11607.0,0,5.656854249,0,2538.919278,5840,20,0,0,172.0,DDoS
2,4,26030.78177,8.959911118,8192,229,446433.0,49,24780,24780,187,236396.8931,446384,20.0,11601.0,0,14.14213562,0,4128.319301,8760,20,1,2,52.0,DDoS
8,7,159.7279527,0.095866901,256,229,73017902.0,0,0,71200000,3,743559.8572,1822866,56.0,11607.0,0,5.656854249,0,1762.272815,4380,20,0,0,172.0,DDoS
3,6,26035.29891,13.43526219,8192,229,446586.0,17,331,25027,17,185870.605,446540,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0,DDoS
8,6,159.7303875,0.082172882,256,229,73016789.0,1,1,71200000,3,814561.0233,1822440,56.0,11607.0,0,5.656854249,0,2177.344966,4380,20,0,0,172.0,DDoS
3,5,26835.02702,11.53996173,8192,229,433277.0,19,649,9886,158,209840.6084,433258,26.0,11601.0,0,10.26320288,0,2207.341206,4380,20,1,1,72.0,DDoS
8,4,159.7531876,0.054789741,256,229,73006368.0,1,1,71400000,188,898184.1776,1557367,56.0,11607.0,0,5.656854249,0,5795.50069,11595,20,0,0,172.0,DDoS
3,5,26899.84337,11.56783494,8192,229,432233.0,21,533,9650,161,209481.7794,432212,26.0,11601.0,0,10.26320288,0,2207.341206,4380,20,1,1,72.0,DDoS
8,5,159.7422976,0.068482508,256,229,73011345.0,1,1,71500000,4,770296.2535,1542003,56.0,11607.0,0,5.656854249,0,4413.201989,10135,20,0,0,172.0,DDoS
3,5,26964.72345,11.59573555,8192,229,431193.0,50,555,9462,185,209060.1414,431120,26.0,11601.0,0,10.26320288,0,3022.508098,7300,20,1,1,72.0,DDoS
8,5,159.7332752,0.06847864,256,229,73015469.0,1,1,71500000,3,770874.3984,1542954,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,5,26889.64077,11.56344748,8192,229,432397.0,49,758,9671,158,209548.785,432325,26.0,11601.0,0,10.26320288,0,2207.341206,4380,20,1,1,72.0,DDoS
8,4,159.7444133,0.054786732,256,229,73010378.0,1,1,71500000,5,889538.6563,1541911,56.0,11607.0,0,5.656854249,0,5795.50069,11595,20,0,0,172.0,DDoS
3,4,26824.00711,9.228178242,8192,229,433455.0,60,672,9966,190,241467.1416,433395,26.0,11601.0,0,10.26320288,0,3540.00286,7215,20,1,1,72.0,DDoS
8,5,159.7546952,0.068487823,256,229,73005679.0,1,1,71500000,3,747354.7995,1496264,56.0,11607.0,0,5.656854249,0,3173.373883,5840,20,0,0,172.0,DDoS
3,4,26782.11516,9.213766288,8192,229,434133.0,108,625,10036,189,241776.9091,434025,26.0,11601.0,0,10.26320288,0,4871.82583,10135,20,1,1,72.0,DDoS
8,5,159.7552161,0.068488046,256,229,73005441.0,3,3,71600000,3,717551.793,1436622,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,5,27573.34206,11.85134619,8192,229,421893.0,1,1,465,4,210498.4326,421874,26.0,11607.0,0,10.26320288,0,3327.769794,7215,20,1,1,72.0,DDoS
3,4,27584.26087,9.484831383,8192,229,421726.0,5,51,476,5,243031.3948,421709,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
3,6,27507.61999,14.18771769,8192,229,422901.0,13,152,596,47,188606.5605,422888,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
3,6,27519.8539,14.19402763,8192,229,422713.0,2,123,591,2,188570.1408,422699,26.0,11607.0,0,10.26320288,0,2558.396197,5840,20,1,2,72.0,DDoS
3,5,27508.14036,11.82332174,8192,229,422893.0,4,98,623,4,210880.9898,422847,26.0,11607.0,0,10.26320288,0,3769.536019,8675,20,1,1,72.0,DDoS
3,4,27502.48239,9.456711901,8192,229,422980.0,5,48,652,5,243649.787,422915,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
3,5,27499.16673,11.81946477,8192,229,423031.0,1,1,553,2,211061.4663,422980,26.0,11607.0,0,10.26320288,0,3346.363967,7300,20,1,1,72.0,DDoS
3,5,27485.71726,11.81368403,8192,229,423238.0,2,47,586,2,211095.4724,423192,26.0,11607.0,0,10.26320288,0,3173.373883,5840,20,1,1,72.0,DDoS
3,6,24653.23768,12.71550126,8192,229,471865.0,1,1,588,2,210624.9914,471819,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
8,4,159.6376113,0.054750102,256,229,73059224.0,3,3,71700000,6,763915.6341,1324390,56.0,11607.0,0,5.656854249,0,5795.50069,11595,20,0,0,172.0,DDoS
3,7,9879.27128,5.944717524,8192,229,1177516.0,2,4,481,2,480293.9343,1177441,26.0,11607.0,0,10.26320288,0,2127.59774,5840,20,1,2,72.0,DDoS
8,5,161.2288349,0.069119795,256,229,72338177.0,3,85,71000000,3,661518.9092,1324243,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,6,14491.77869,7.47448398,8192,229,802731.0,4,15,843,4,358416.0327,802596,26.0,11607.0,0,10.26320288,0,2529.124572,5755,20,1,2,72.0,DDoS
8,5,161.2365247,0.069123092,256,229,72334727.0,1,1,71400000,11,458524.2879,918247,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,6,15322.91862,7.907242771,8192,229,758798.0,14,83,16502,14,329905.7128,758752,26.0,11601.0,0,10.26320288,0,2189.772933,5840,20,1,2,72.0,DDoS
8,5,161.2522164,0.069129819,256,229,72327688.0,1,1,71400000,4,458515.9446,918245,56.0,11607.0,0,5.656854249,0,3327.769794,7215,20,0,0,172.0,DDoS
3,4,15302.10705,5.264335443,8192,229,759830.0,20,173,16917,494,423697.8072,759738,26.0,11601.0,0,10.26320288,0,4128.319301,8760,20,1,1,72.0,DDoS
8,5,161.175206,0.069132369,256,229,72325020.0,1,1,72300000,123,32063.78221,75989,56.0,11601.0,0,5.656854249,0,2436.833027,5840,20,0,0,172.0,DDoS
3,6,15304.24207,7.89760492,8192,229,759724.0,15,221,16984,15,330173.8123,759623,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0,DDoS
8,5,161.1777176,0.069133447,256,229,72323893.0,0,1,72300000,198,32206.55338,74935,56.0,11601.0,0,5.656854249,0,3022.508098,7300,20,0,0,172.0,DDoS
3,6,15323.62543,7.907607514,8192,229,758763.0,18,197,16822,18,329845.557,758659,26.0,11601.0,0,10.26320288,0,1757.789948,4380,20,1,2,72.0,DDoS
8,5,161.168835,0.069129637,256,229,72327879.0,3,3,72300000,140,32299.44008,74877,56.0,11601.0,0,5.656854249,0,2436.833027,5840,20,0,0,172.0,DDoS
3,7,15302.20775,9.212647649,8192,229,759825.0,44,280,16909,44,301724.0927,759688,26.0,11601.0,0,10.26320288,0,1964.895647,5840,20,1,2,72.0,DDoS
8,4,161.1764986,0.055306339,256,229,72324440.0,1,1,72300000,556,36535.25778,75424,56.0,11601.0,0,5.656854249,0,4128.319301,8760,20,0,0,172.0,DDoS
3,5,15281.37202,6.571502548,8192,229,760861.0,76,195,16996,189,368742.3309,760726,26.0,11601.0,0,10.26320288,0,3022.508098,7300,20,1,1,72.0,DDoS
8,5,161.1787695,0.069133898,256,229,72323421.0,0,0,72300000,39,32412.23078,76365,56.0,11601.0,0,5.656854249,0,3668.897,8760,20,0,0,172.0,DDoS
3,6,15599.14502,8.045634841,8192,229,745746.0,47,108,2152,48,332056.4328,745662,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
9,4,161.2673671,0.055309052,256,229,72320893.0,0,0,72300000,337,36520.24132,74878,62.0,11601.0,0,5.30199124,0,4128.319301,8760,20,0,0,192.0,DDoS
2,6,15588.52828,8.044308049,8192,229,745869.0,41,2435,2435,41,331939.4022,745802,20.0,11607.0,0,14.14213562,0,2177.344966,4380,20,1,3,52.0,DDoS
9,4,161.2697018,0.055309852,256,229,72319846.0,1,1,72300000,201,36583.4447,74806,62.0,11601.0,0,5.30199124,0,4871.82583,10135,20,0,0,192.0,DDoS
3,6,15570.54059,8.030881416,8192,229,747116.0,13,266,2612,45,332135.7364,747067,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
3,6,15830.80782,8.16512051,8192,229,734833.0,3,8,684,3,328149.1246,734711,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
3,6,15828.86915,8.164120595,8192,229,734923.0,3,95,782,3,328170.519,734825,26.0,11607.0,0,10.26320288,0,2538.919278,5840,20,1,2,72.0,DDoS
3,5,15826.11275,6.802249096,8192,229,735051.0,5,69,713,5,366880.8013,735016,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
3,5,15825.50991,6.80198999,8192,229,735079.0,11,66,678,11,366923.7852,735066,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
3,4,15825.38074,5.441547576,8192,229,735085.0,5,148,759,5,423716.082,735027,26.0,11607.0,0,10.26320288,0,5795.50069,11595,20,1,1,72.0,DDoS
3,5,15814.36575,6.797200097,8192,229,735597.0,3,49,715,3,367242.4937,735554,26.0,11607.0,0,10.26320288,0,3173.373883,5840,20,1,1,72.0,DDoS
3,5,15810.38949,6.795491056,8192,229,735782.0,4,49,705,4,367283.7871,735738,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
3,5,15809.48705,6.795103177,8192,229,735824.0,1,1,703,5,367289.6204,735791,26.0,11607.0,0,10.26320288,0,4413.201989,10135,20,1,1,72.0,DDoS
